driver_name,driver_number,team_name,session_1_type,circuit_name,circuit_key,event_name,session_1_avg_lap_time,session_1_starting_air_temp,session_1_starting_humidity,session_1_starting_pressure,session_1_starting_rainfall,session_1_starting_track_temp,session_1_starting_wind_direction,session_1_starting_wind_speed,session_1_ending_air_temp,session_1_ending_humidity,session_1_ending_pressure,session_1_ending_rainfall,session_1_ending_track_temp,session_1_ending_wind_direction,session_1_ending_wind_speed,session_2_type,session_2_avg_lap_time,session_2_starting_air_temp,session_2_starting_humidity,session_2_starting_pressure,session_2_starting_rainfall,session_2_starting_track_temp,session_2_starting_wind_direction,session_2_starting_wind_speed,session_2_ending_air_temp,session_2_ending_humidity,session_2_ending_pressure,session_2_ending_rainfall,session_2_ending_track_temp,session_2_ending_wind_direction,session_2_ending_wind_speed,session_3_type,session_3_avg_lap_time,session_3_starting_air_temp,session_3_starting_humidity,session_3_starting_pressure,session_3_starting_rainfall,session_3_starting_track_temp,session_3_starting_wind_direction,session_3_starting_wind_speed,session_3_ending_air_temp,session_3_ending_humidity,session_3_ending_pressure,session_3_ending_rainfall,session_3_ending_track_temp,session_3_ending_wind_direction,session_3_ending_wind_speed,session_4_type,session_4_final_position,session_4_q1_best_lap,session_4_q2_best_lap,session_4_q3_best_lap,session_4_gap_to_fastest,session_4_starting_air_temp,session_4_starting_humidity,session_4_starting_pressure,session_4_starting_rainfall,session_4_starting_track_temp,session_4_starting_wind_direction,session_4_starting_wind_speed,session_4_ending_air_temp,session_4_ending_humidity,session_4_ending_pressure,session_4_ending_rainfall,session_4_ending_track_temp,session_4_ending_wind_direction,session_4_ending_wind_speed,session_5_type,session_5_final_position,session_5_avg_lap_time,session_5_starting_air_temp,session_5_starting_humidity,session_5_starting_pressure,session_5_starting_rainfall,session_5_starting_track_temp,session_5_starting_wind_direction,session_5_starting_wind_speed,session_5_ending_air_temp,session_5_ending_humidity,session_5_ending_pressure,session_5_ending_rainfall,session_5_ending_track_temp,session_5_ending_wind_direction,session_5_ending_wind_speed,year
M VERSTAPPEN,33,Red Bull Racing,Practice,Sakhir,63,Bahrain Grand Prix,,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.59928571428571,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,106.327,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,15.0,89.374,,,1.4159999999999968,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,19.0,115.883,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
S SIROTKIN,35,Williams,Practice,Sakhir,63,Bahrain Grand Prix,107.30458333333333,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,105.51220588235294,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,110.91577777777778,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,18.0,91.414,,,3.456000000000003,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,15.0,99.63705357142858,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
L HAMILTON,44,Mercedes,Practice,Sakhir,63,Bahrain Grand Prix,106.484,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,101.38568965517244,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,100.0239,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,4.0,89.396,88.458,88.22,0.2620000000000004,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,3.0,97.01046428571428,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
C SAINZ,55,Renault,Practice,Sakhir,63,Bahrain Grand Prix,102.1504375,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,102.54067741935484,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,107.37344444444444,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,10.0,89.893,89.802,89.986,2.028000000000006,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,11.0,99.1125892857143,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
V BOTTAS,77,Mercedes,Practice,Sakhir,63,Bahrain Grand Prix,103.2694,30.1,35.8,1007.8,False,42.6,312,3.1,30.3,37.5,1006.7,False,37.9,322,2.4,Practice,100.06017857142857,27.5,50.2,1005.5,False,32.9,330,1.9,27.6,43.3,1006.6,False,32.9,353,0.6,Practice,106.81153846153848,29.4,45.7,1008.5,False,41.4,246,0.8,29.7,40.8,1008.5,False,36.2,150,0.6,Qualifying,3.0,89.275,88.794,88.124,0.1659999999999968,28.2,45.7,1008.6,False,32.5,65,0.7,28.8,34.8,1008.7,False,31.8,71,0.7,Race,2.0,96.90201785714284,28.0,46.4,1009.2,False,33.5,310,1.5,27.6,50.4,1010.0,False,31.1,74,1.0,2018
S VANDOORNE,2,McLaren,Practice,Shanghai,49,Chinese Grand Prix,108.84665,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.16494444444444,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,111.44981818181816,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,14.0,93.824,93.505,,2.4099999999999966,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,13.0,103.31701785714286,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
D RICCIARDO,3,Red Bull Racing,Practice,Shanghai,49,Chinese Grand Prix,104.54444444444444,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.57891304347828,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,108.545,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,6.0,93.877,92.688,91.948,0.8529999999999944,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,1.0,100.4982962962963,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
S VETTEL,5,Ferrari,Practice,Shanghai,49,Chinese Grand Prix,111.03107142857142,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,108.6861304347826,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,108.838,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,1.0,92.171,92.385,91.095,0.0,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,8.0,100.9647037037037,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
K RAIKKONEN,7,Ferrari,Practice,Shanghai,49,Chinese Grand Prix,104.8507,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.59180952380952,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,106.6305,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,2.0,92.474,92.286,91.182,0.0870000000000033,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,3.0,101.617,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
R GROSJEAN,8,Haas F1 Team,Practice,Shanghai,49,Chinese Grand Prix,105.04770588235294,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.0125652173913,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,113.9055,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,10.0,93.238,92.524,92.855,1.7600000000000051,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,17.0,103.60135714285714,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
M ERICSSON,9,Sauber,Practice,Shanghai,49,Chinese Grand Prix,106.475375,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,108.37504,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,112.20622222222222,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,20.0,94.914,,,3.8190000000000026,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,16.0,101.6071851851852,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
P GASLY,10,Toro Rosso,Practice,Shanghai,49,Chinese Grand Prix,104.93725,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.15081481481482,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,108.11607692307692,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,17.0,94.101,,,3.006,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,18.0,102.36129090909093,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
S PEREZ,11,Force India,Practice,Shanghai,49,Chinese Grand Prix,105.09126086956522,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,108.32015384615384,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,107.58741666666668,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,8.0,93.464,92.931,92.758,1.6629999999999967,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,12.0,103.23401785714285,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
F ALONSO,14,McLaren,Practice,Shanghai,49,Chinese Grand Prix,104.889875,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.17372222222224,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,112.207625,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,13.0,93.428,93.232,,2.1370000000000005,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,7.0,102.98248214285717,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
C LECLERC,16,Sauber,Practice,Shanghai,49,Chinese Grand Prix,103.9845,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.53582608695652,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,112.86481818181818,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,19.0,94.454,,,3.3589999999999947,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,19.0,101.8797037037037,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
L STROLL,18,Williams,Practice,Shanghai,49,Chinese Grand Prix,108.95658333333336,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,111.203375,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,107.01391666666666,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,18.0,94.285,,,3.1899999999999977,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,14.0,103.42625,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
K MAGNUSSEN,20,Haas F1 Team,Practice,Shanghai,49,Chinese Grand Prix,106.3704705882353,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,103.29069565217392,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,103.29404347826086,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,11.0,93.359,92.986,,1.8910000000000051,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,10.0,103.14239285714288,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
N HULKENBERG,27,Renault,Practice,Shanghai,49,Chinese Grand Prix,109.17323076923076,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,104.15296296296296,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,107.57346153846152,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,7.0,93.545,92.494,92.532,1.4369999999999976,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,6.0,101.9296181818182,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
B HARTLEY,28,Toro Rosso,Practice,Shanghai,49,Chinese Grand Prix,105.80530000000002,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,103.63475757575758,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,107.9113125,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,15.0,94.013,93.795,,2.700000000000003,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,20.0,102.23510204081632,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
E OCON,31,Force India,Practice,Shanghai,49,Chinese Grand Prix,104.57051851851854,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.4325,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,110.66164285714284,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,12.0,93.585,93.057,,1.9620000000000033,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,11.0,103.2219642857143,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
M VERSTAPPEN,33,Red Bull Racing,Practice,Shanghai,49,Chinese Grand Prix,106.13038888888887,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,103.15895454545456,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,108.80991666666668,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,5.0,92.932,92.809,91.796,0.7010000000000076,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,5.0,100.5494074074074,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
S SIROTKIN,35,Williams,Practice,Shanghai,49,Chinese Grand Prix,106.13392000000002,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.17996428571428,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,105.6685,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,16.0,94.062,,,2.9669999999999987,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,15.0,103.475375,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
L HAMILTON,44,Mercedes,Practice,Shanghai,49,Chinese Grand Prix,106.6707222222222,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,105.13691304347827,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,112.87809090909091,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,4.0,93.283,91.914,91.675,0.5799999999999983,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,4.0,100.73324074074073,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
C SAINZ,55,Renault,Practice,Shanghai,49,Chinese Grand Prix,107.72463157894737,18.9,40.0,1016.0,False,19.8,72,3.0,19.0,51.5,1014.8,False,20.5,102,2.3,Practice,106.84644000000002,18.1,72.0,1012.0,False,20.8,266,1.2,17.1,81.1,1010.4,True,19.0,79,2.0,Practice,109.60376470588234,12.8,82.4,1013.6,False,14.9,153,2.4,12.5,80.1,1014.0,False,15.3,152,2.3,Qualifying,9.0,93.315,92.97,92.819,1.7240000000000038,12.5,78.5,1014.9,False,15.8,201,1.7,12.7,76.2,1015.1,False,15.3,127,1.6,Race,9.0,102.20300000000002,19.0,21.2,1018.3,False,39.0,104,1.8,19.1,26.8,1018.1,True,28.3,84,0.8,2018
